Operator Code,Operator Name,Telephony Name,Country Name,Country Code,Last Modified,AIRAC
AZO,JSC AZIMUTH AIRLINES,AZIMUTH-DON,RUSSIAN FEDERATION,RUS,01-Mar-2018,05-09-2024
AZS,AVIACON ZITOTRANS,ZITOTRANS,RUSSIAN FEDERATION,RUS,10-Aug-1995,05-09-2024
AZV,AZUR AIR,AZUR AIR,RUSSIAN FEDERATION,RUS,22-Mar-2022,05-09-2024
BAC,"EAST AERO SERVICE, LLC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
BAX,BEST AERO HANDLING LTD,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
BLL,BALTIC AIRLINES,BALTIC AIRLINES,RUSSIAN FEDERATION,RUS,30-Apr-1996,05-09-2024
BLO,VC BELOGORIE,BELOGORIE,RUSSIAN FEDERATION,RUS,23-Apr-2009,05-09-2024
CHD,"223 FLIGHT UNIT, STATE AIRLINE",CHKALOVSK-AVIA,RUSSIAN FEDERATION,RUS,30-Nov-1995,05-09-2024
CIG,SIRIUS-AERO,SIRIUS AERO,RUSSIAN FEDERATION,RUS,17-Dec-1999,05-09-2024
CPK,FEDERAL STATE BUDGETARY ORGANIZATION GAGARIN RESEARCH & TEST COSMONAUT TRAINING CENTER,CEDAR,RUSSIAN FEDERATION,RUS,12-Aug-2020,05-09-2024
CVS,CONVERS AVIA AIRLINE,CONVERS,RUSSIAN FEDERATION,RUS,16-Dec-2009,05-09-2024
ECH,"ESN JET SERVICE, LLC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
ECV,SPECTRUM AVIA,-,RUSSIAN FEDERATION,RUS,16-Apr-2007,05-09-2024
GLX,GELIX AIRLINES,RUSSIAN BIRD,RUSSIAN FEDERATION,RUS,30-Dec-2020,05-09-2024
GZP,GAZPROMAVIA,GAZPROM,RUSSIAN FEDERATION,RUS,14-Jun-1995,05-09-2024
JPH,"JETPORT SPB, LLC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
JPK,JET PORT REGION LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
JRO,"JETAEROFUELS, LLC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
JSI,"JET AIR GROUP, JOINT STOCK COMPANY",SISTEMA,RUSSIAN FEDERATION,RUS,08-Jun-2006,05-09-2024
JTC,JETICA,JETICA,RUSSIAN FEDERATION,RUS,05-Aug-2022,05-09-2024
KHF,REGIONAL STATE UNITARY ENTERPRISE KHABAROVSK AIRLINES,KHABAROVSK,RUSSIAN FEDERATION,RUS,29-May-2018,05-09-2024
KLE,"RUSAERO, CENTER FOR CIVIL AVIATION SERVICES",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
KMA,"KOMIAVIATRANS, OPEN JOINT STOCK COMPANY",KOMI AVIA,RUSSIAN FEDERATION,RUS,30-May-2013,05-09-2024
KMW,KOSTROMA AIRENTERPRISE,KOSTROMA,RUSSIAN FEDERATION,RUS,07-Apr-2020,05-09-2024
KZA,KURZEMES AVIO LTD,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
KZN,AVIASERVICE LLC,KAZANAIR,RUSSIAN FEDERATION,RUS,27-Dec-2017,05-09-2024
LSK,SKYLIGHT JSC,SKYLIGHT,RUSSIAN FEDERATION,RUS,31-Jul-2023,05-09-2024
MMM,MERIDIAN AIR COMPANY,AVIAMERIDIAN,RUSSIAN FEDERATION,RUS,16-Apr-2012,05-09-2024
MOM,AZIMUT LTD.,AZIM,RUSSIAN FEDERATION,RUS,31-Oct-2023,05-09-2024
NKP,ABAKAN AIR,ABAKAN AIR,RUSSIAN FEDERATION,RUS,14-Feb-2014,05-09-2024
NKZ,AEROKUZBASS LTD,NOVOKUZNETSK,RUSSIAN FEDERATION,RUS,01-Mar-2002,05-09-2024
OAO,ARKHANGELSK 2 AVIATION DIVISION,DVINA,RUSSIAN FEDERATION,RUS,11-May-1995,05-09-2024
PBD,"POBEDA AIRLINES, LLC ",POBEDA,RUSSIAN FEDERATION,RUS,01-Apr-2015,05-09-2024
PGH,"PULKOVO AIRCRAFT SERVICES, CJSC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
PNH,"PANH, JOINT-STOCK COMPANY",KUBAN LIK,RUSSIAN FEDERATION,RUS,17-Jul-1997,05-09-2024
PSS,"RKC PROGRESS, AIR COMPANY",PROGRESS,RUSSIAN FEDERATION,RUS,24-Jul-2014,05-09-2024
PSW,PSKOVAVIA,PSKOVAVIA,RUSSIAN FEDERATION,RUS,04-Nov-2004,05-09-2024
PTK,PETROPAVLOVSK-KAMCHATSK AIR ENTERPRISE,PETROKAM,RUSSIAN FEDERATION,RUS,21-Apr-1998,05-09-2024
RAH,"REGION AERO, LLC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
RIF,FEDERAL SERVICE OF THE NATIONAL GUARD TROOPS OF THE RUSSIAN FEDERATION,INTERMIN AVIA,RUSSIAN FEDERATION,RUS,18-May-2017,05-09-2024
RRO,"AEROCREDO, CLOSED CORPORATION",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
RUH,"RUSICH-T, AIRCOMPANY CJSC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
RUR,"RUSSAIR AIRCOMPANY, CLOSED JOINT STOCK COMPANY",RUSSTAR,RUSSIAN FEDERATION,RUS,01-Feb-2012,05-09-2024
RUS,SKY ATLAS,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
RVT,AIRLINE ROSTVERTOL-AVIA CJSC,ROSTVERTOL,RUSSIAN FEDERATION,RUS,30-Aug-2010,05-09-2024
RWZ,AIRLINES 400 JSC (RED WINGS AIRLINES),AIR RED,RUSSIAN FEDERATION,RUS,11-Jun-2008,05-09-2024
SBD,SIBIA LTD,SIBIA,RUSSIAN FEDERATION,RUS,16-Jun-1997,05-09-2024
SBI,SIBERIA AIRLINES,SIBERIAN AIRLINES,RUSSIAN FEDERATION,RUS,19-Dec-2001,05-09-2024
SHO,SHEREMETYEVO-CARGO,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
SHU,AURORA AIRLINES,AURORA,RUSSIAN FEDERATION,RUS,09-Oct-2013,05-09-2024
SSF,"SEVERSTAL, LTD AIRCOMPANY",SEVERSTAL,RUSSIAN FEDERATION,RUS,14-Oct-2004,05-09-2024
SSJ,"KRASAVIA, JOINT-STOCK COMPANY",SIBERIAN SKY,RUSSIAN FEDERATION,RUS,20-Apr-2021,05-09-2024
SWY,"SKYWAY, CJSC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
SYL,"AIRCOMPANY YAKUTIA, JOINT-STOCK COMPANY",AIR YAKUTIA,RUSSIAN FEDERATION,RUS,11-Apr-2005,05-09-2024
TFU,213 FLIGHT UNIT,-,RUSSIAN FEDERATION,RUS,31-Mar-2006,05-09-2024
TGA,AVIASHELF,TAIGA,RUSSIAN FEDERATION,RUS,28-Aug-2020,05-09-2024
TUL,TULPAR AIR,URSAL,RUSSIAN FEDERATION,RUS,21-Dec-2005,05-09-2024
TUP,AVIASTAR-TU CO. LTD,TUPOLEVAIR,RUSSIAN FEDERATION,RUS,01-Mar-2004,05-09-2024
UJS,EUROJET SERVICE ,-,RUSSIAN FEDERATION,RUS,08-Mar-2019,05-09-2024
UKT,"UKTUS, AIRCOMPANY",UKTUS,RUSSIAN FEDERATION,RUS,06-Jun-2011,05-09-2024
UTA,UTAIR AVIATION,UTAIR,RUSSIAN FEDERATION,RUS,26-May-2004,05-09-2024
VLT,"VERTICAL-T, AIR COMPANY",VERTICAL,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VLV,AVIALIFT VLADIVOSTOK CJSC,VLADLIFT,RUSSIAN FEDERATION,RUS,24-Aug-2000,05-09-2024
VZK,APK VZLET,SKYLIFT,RUSSIAN FEDERATION,RUS,09-Aug-2024,05-09-2024
VZL,VZLYET,VZLYET,RUSSIAN FEDERATION,RUS,14-Dec-1994,05-09-2024
WLL,WELTALL-AVIA AIRLINES,WELTALL,RUSSIAN FEDERATION,RUS,01-Dec-2021,05-09-2024
XAV,AVIAPROM ENTERPRISES,AVIAPROM,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
CDU,"AEROTRANS, JOINT-STOCK COMPANY",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
CDV,AIRLINE SKOL,SKOL,RUSSIAN FEDERATION,RUS,31-May-2005,05-09-2024
CTU,GLOBUS,CITYWINGS,RUSSIAN FEDERATION,RUS,20-Dec-2021,05-09-2024
DXT,"AIR MANAGEMENT GROUP, CJSC",DEXTER,RUSSIAN FEDERATION,RUS,15-Apr-2008,05-09-2024
FGP,FLYING-RESEARCH AEROGEOPHYSICAL CENTER LTD,FLYING CENTER,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
ILE,"JET PORT SOUTH, LLC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
IZA,IZHAVIA,IZHAVIA,RUSSIAN FEDERATION,RUS,27-Sep-1995,05-09-2024
KBS,BUSINESS AERO LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
KGL,AIRCOMPANY KOGALYMAVIA LTD,KOGALYM,RUSSIAN FEDERATION,RUS,10-Sep-2003,05-09-2024
LLM,"YAMAL AIRLINES, JOINT-STOCK COMPANY",YAMAL,RUSSIAN FEDERATION,RUS,17-Mar-1999,05-09-2024
MIG,"RUSSIAN AIRCRAFT CORPORATION -MIG, FEDERAL STATE UNITARY ENTERPRISE",MIG AVIA,RUSSIAN FEDERATION,RUS,02-May-2003,05-09-2024
MUR,ATLAS AIR COMPANY,ATLAS SKY,RUSSIAN FEDERATION,RUS,11-Jul-2024,05-09-2024
MUT,"AZIMUT, LLC",IGAVIA,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
NAW,NASS LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
NRD,AVIA GROUP NORD LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
OIX,ORION-X,ORIONIX,RUSSIAN FEDERATION,RUS,09-Jan-2006,05-09-2024
OKW,OK-TRANS LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
ORG,"STATE UNITARY ENTERPRISE ORENBURG REGION, INTERNATIONAL AIRPORT ORENBURG",ORENAVIA,RUSSIAN FEDERATION,RUS,30-May-2013,05-09-2024
OSO,AVIAPARTNER LIMITED COMPANY,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
OVD,STATE ATM CORPORATION,RUSSIA CORP,RUSSIAN FEDERATION,RUS,30-Jun-2014,05-09-2024
PLG,"MBK-S, OPEN JOINT STOCK COMPANY",PILGRIM,RUSSIAN FEDERATION,RUS,18-Jan-2013,05-09-2024
PPV,"PETROPAVLOVSK, CJSC",PAVLOVSK,RUSSIAN FEDERATION,RUS,10-Aug-2011,05-09-2024
RSD,"SPECIAL DETACHMENT - RUSSIA, FEDERAL STATE BUDGET INSTITUTION",STATE AERO,RUSSIAN FEDERATION,RUS,04-Feb-2009,05-09-2024
RSJ,"RUSJET, JOINT-STOCK COMPANY",RUSJET,RUSSIAN FEDERATION,RUS,24-Jul-2007,05-09-2024
RSY,I FLY LTD,RUSSIAN SKY,RUSSIAN FEDERATION,RUS,23-Nov-2009,05-09-2024
SDM,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",ROSSIYA,RUSSIAN FEDERATION,RUS,06-Nov-2015,05-09-2024
SVR,URAL AIRLINES,SVERDLOVSK AIR,RUSSIAN FEDERATION,RUS,06-May-1993,05-09-2024
TRH,TURUKHAN AIRLINES,TURUKHAN,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
TYA,JOINT-STOCK COMPANY NORDSTAR AIRLINES,TAIMYR,RUSSIAN FEDERATION,RUS,30-Sep-2016,05-09-2024
UTH,UTAIR-HELICOPTER SERVICES,UTAIR HELICOPTERS,RUSSIAN FEDERATION,RUS,28-Aug-2020,05-09-2024
UTR,UTAIR LIMITED,UTAIR LIMITED,RUSSIAN FEDERATION,RUS,16-Feb-2021,05-09-2024
UVT,JSC UVT AERO,TAT-JET,RUSSIAN FEDERATION,RUS,24-Oct-2016,05-09-2024
VAB,VIRTRANS LTD,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VAS,ATRAN,ATRAN,RUSSIAN FEDERATION,RUS,22-Nov-2006,05-09-2024
VAV,"VOSTOKAVIASERVIS, LLC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VCA,AVIACHARTER ASSISTANCE LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VNK,"VIPPORT, JSC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VPT,STREAM AIR,POTOK,RUSSIAN FEDERATION,RUS,29-Dec-2020,05-09-2024
...,SCIENTIFIC INDUSTRIES (UK) LIMITED,HARVARD,UNITED KINGDOM,GBR,08-Sep-1995,05-09-2024
...,HELIFLIGHT (UK) LIMITED,HELIFLIGHT,UNITED KINGDOM,GBR,28-Apr-1997,05-09-2024
...,GEKO AIR SERVICES,HELIRACE,UNITED KINGDOM,GBR,31-Aug-2001,05-09-2024
...,INVICTA RADIO,INVICTA,UNITED KINGDOM,GBR,25-Feb-2002,05-09-2024
...,LEICESTER AERO CLUB LIMITED,LESTER,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
...,MATROX AIR,MATROX,UNITED KINGDOM,GBR,18-Dec-2002,05-09-2024
...,HELICOPTER & AIRCRAFT SUPPORT SERVICES,PACKMAN,UNITED KINGDOM,GBR,08-Oct-1999,05-09-2024
...,N D NEEDHAM,PAPA DOG,UNITED KINGDOM,GBR,30-Nov-1998,05-09-2024
...,SLINGSBY AVIATION LIMITED,SLINGSBY,UNITED KINGDOM,GBR,29-Nov-1996,05-09-2024
...,CHALLENGES AVIATION LIMITED,TIGER,UNITED KINGDOM,GBR,04-Feb-2000,05-09-2024
...,TIGER CLUB,TIGERCLUB,UNITED KINGDOM,GBR,14-Feb-2001,05-09-2024
...,FLIGHT TRAINING COLLEGE (UK),TWINPIN,UNITED KINGDOM,GBR,09-Feb-2004,05-09-2024
...,WHITE WALTHAM AIRFIELD LTD,WALTHAM,UNITED KINGDOM,GBR,26-Jun-2003,05-09-2024
...,COVENTRY FLYING SCHOOL,AIRCOV,UNITED KINGDOM,GBR,28-Sep-2001,05-09-2024
...,EXCLUSIVE BALLOONING,BALLOON EXCLUSIVE,UNITED KINGDOM,GBR,31-Aug-2000,05-09-2024
...,EASTERN ATLANTIC HELICOPTERS,BLADERUNNER,UNITED KINGDOM,GBR,10-Aug-2001,05-09-2024
...,OPERATIONAL SUPPORT SERVICES LTD,BRIGADE,UNITED KINGDOM,GBR,08-Sep-1995,05-09-2024
...,NICHOLAS R SIMMONS,CANOPY,UNITED KINGDOM,GBR,13-Dec-1997,05-09-2024
...,CLACTON AERO CLUB 1988 LTD,CLASSIC WINGS,UNITED KINGDOM,GBR,06-Jun-1996,05-09-2024
...,SOUTH WESTERN HELICOPTERS LTD,ELECTRICITY,UNITED KINGDOM,GBR,17-Jan-2005,05-09-2024
...,KINGMOOR AVIATION LTD,KINGMOOR,UNITED KINGDOM,GBR,30-Jan-2003,05-09-2024
...,MORAY FLYING CLUB LIMITED,MORAY,UNITED KINGDOM,GBR,27-Jan-1999,05-09-2024
...,FLYING PICTURES (AERIAL FILM SERVICES) LTD,PICTURE,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
...,UK PIPELINE INSPECTION,PIPELINE,UNITED KINGDOM,GBR,01-Dec-2004,05-09-2024
...,UK POWERLINE INSPECTION,POWERLINE,UNITED KINGDOM,GBR,01-Dec-2004,05-09-2024
...,RAVENHEAT MANUFACTURING LTD,RAVENHEAT,UNITED KINGDOM,GBR,09-Jul-1999,05-09-2024
...,ULSTER FLYING CLUB (1961),SCRABO,UNITED KINGDOM,GBR,16-Aug-2002,05-09-2024
...,WHIZZARD HELICOPTERS,SPELLCASTER,UNITED KINGDOM,GBR,10-Feb-2015,05-09-2024
...,TRUMAN AVIATION,TRUMAN,UNITED KINGDOM,GBR,19-Feb-2003,05-09-2024
ABV,ASL AIRLINES UK,CARGOBLUE,UNITED KINGDOM,GBR,25-Feb-2021,05-09-2024
AFF,AF-AVIATION LTD,AIRFERRY,UNITED KINGDOM,GBR,20-May-2021,05-09-2024
AFS,AIR DATA LTD,-,UNITED KINGDOM,GBR,27-Jun-1994,05-09-2024
AFX,AIRFREIGHT EXPRESS LIMITED,-,UNITED KINGDOM,GBR,05-Dec-1997,05-09-2024
ANB,AIR NAVIGATION AND TRADING CO. LTD.,AIR NAV,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
AWX,CAA DIRECTORATE OF AIRSPACE POLICY (IFP),ALLWEATHER,UNITED KINGDOM,GBR,26-Mar-2003,05-09-2024
AWY,AIRWAYS AVIATION ACADEMY LTD,RED KITE,UNITED KINGDOM,GBR,05-Jan-2017,05-09-2024
AXL,ANGUILLA AIR SERVICES LTD,ANGUILLA,UNITED KINGDOM,GBR,25-Jan-2011,05-09-2024
BHL,BRISTOW HELICOPTERS GROUP LTD.,BRISTOW,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
BIH,BRITISH INTERNATIONAL,BRINTEL,UNITED KINGDOM,GBR,22-Jul-2002,05-09-2024
BKH,BARKSTON HEATH FTU (MIL),BARKSTON,UNITED KINGDOM,GBR,18-Dec-2012,05-09-2024
BKK,BLINK LTD,BLINKAIR,UNITED KINGDOM,GBR,01-Apr-2010,05-09-2024
BZZ,BUTANE BUZZARD AVIATION CORPORATION,BUZZARD,UNITED KINGDOM,GBR,08-Sep-1989,05-09-2024
CAY,CAYMAN AIRWAYS LTD.,CAYMAN,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
CBM,DRAGONFLY AVIATION SERVICES LIMITED,CAMBRIAN,UNITED KINGDOM,GBR,31-Oct-2014,05-09-2024
CLU,CARGOLOGICAIR LTD,FIREBIRD,UNITED KINGDOM,GBR,14-Aug-2015,05-09-2024
CMH,COMMAIR AVIATION LIMITED,COMMODORE,UNITED KINGDOM,GBR,12-May-2000,05-09-2024
CMR,CAM AIR MANAGEMENT LTD,CAMEO,UNITED KINGDOM,GBR,26-Oct-1989,05-09-2024
...,CHEQAIR,ASTON,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
...,HELIWHIZZ LTD,DARK STAR,UNITED KINGDOM,GBR,09-Nov-2006,05-09-2024
...,DIAMOND AIRCRAFT UK LTD,DIAMOND AIR,UNITED KINGDOM,GBR,17-Dec-2001,05-09-2024
...,ROYLAIR SERVICES LTD,FUGA,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
...,GUAY TULLIEMET AVIATION LTD,GOOD NEWS,UNITED KINGDOM,GBR,10-Aug-1999,05-09-2024
...,CHALLENGES LIMITED,HERITAGE,UNITED KINGDOM,GBR,25-Feb-2000,05-09-2024
...,JET-CARE INTERNATIONAL LTD,JETCARE,UNITED KINGDOM,GBR,20-Aug-2001,05-09-2024
...,MAKINS LTD,MAKIN,UNITED KINGDOM,GBR,12-Jul-2001,05-09-2024
...,LONDON HELICOPTER EMERGENCY MEDICAL SERVICE,MEDIVAC,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
...,METROPOLITAN POLICE FLYING CLUB,METPOL,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
...,REDDOG AVIATION SERVICES,REDDOG,UNITED KINGDOM,GBR,14-Oct-1999,05-09-2024
...,TEN TENTHS LTD,ROTARY,UNITED KINGDOM,GBR,17-Apr-2002,05-09-2024
...,ROLLS ROYCE LTD.,ROYCAR,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
...,SCOTIA HELICOPTER LIMITED,SCOTIA,UNITED KINGDOM,GBR,08-Apr-1997,05-09-2024
...,RUC AIR SUPPORT UNIT,SCOUT,UNITED KINGDOM,GBR,05-Feb-2001,05-09-2024
...,BRITISH PARACHUTE SCHOOLS,BELVOIR,UNITED KINGDOM,GBR,14-Jul-1997,05-09-2024
...,TIGER AIRWAYS,BIG CAT,UNITED KINGDOM,GBR,16-Aug-2002,05-09-2024
...,BILLINS AIR SERVICES LTD,BILLINS,UNITED KINGDOM,GBR,12-Jan-2005,05-09-2024
...,FIRST AIR LTD,BLUETHUNDER,UNITED KINGDOM,GBR,26-Jun-2002,05-09-2024
...,CASTLE AIR CHARTER LIMITED,CASTLEFILM,UNITED KINGDOM,GBR,13-Jan-2000,05-09-2024
...,NETWORK MAPPING LTD,FLIGHTIMAGES,UNITED KINGDOM,GBR,29-Sep-2009,05-09-2024
...,EAGLE FLIGHT TRAINING,HAWK AERO,UNITED KINGDOM,GBR,25-Oct-2004,05-09-2024
...,HIELDS AVIATION,HIELDS,UNITED KINGDOM,GBR,22-Apr-2005,05-09-2024
...,LAKESIDE NI LTD,LAKESIDE,UNITED KINGDOM,GBR,24-Jan-2006,05-09-2024
...,FLYING TV LTD,NEWSFLIGHT,UNITED KINGDOM,GBR,16-Jul-2004,05-09-2024
...,EAST SCOTLAND PARAGLIDING CLUB,PARASCOT,UNITED KINGDOM,GBR,28-May-2004,05-09-2024
...,KEY PUBLISHING (HOLDINGS) LTD,FLYPAST,UNITED KINGDOM,GBR,14-May-2002,05-09-2024
...,PBM PHOTOGRAPHIC,FOTOGLIDER,UNITED KINGDOM,GBR,05-Dec-1997,05-09-2024
...,SOLENT HELICOPTERS,SOLENT,UNITED KINGDOM,GBR,04-Dec-1998,05-09-2024
...,YORKAIR LIMITED,YORVIC,UNITED KINGDOM,GBR,08-Mar-1999,05-09-2024
...,MB AIR LTD (T/A EAGLE HELICOPTERS),ZIGZAG,UNITED KINGDOM,GBR,29-Mar-2007,05-09-2024
...,THREE POINT AVIATION,CHIPPY,UNITED KINGDOM,GBR,18-Oct-1996,05-09-2024
...,PLYMOUTH FLYING SCHOOL LTD,TAMAR,UNITED KINGDOM,GBR,15-Aug-2007,05-09-2024
...,BRITANNIA AIRWAYS LTD,TEEFLY,UNITED KINGDOM,GBR,13-Apr-2005,05-09-2024
AAC,ARMY AIR CORPS,ARMYAIR,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
ADL,AERO DYNAMICS,COTSWOLD,UNITED KINGDOM,GBR,14-Apr-1998,05-09-2024
ADV,ADVANCED FLIGHT TRAINING LTD,ADVANCED,UNITED KINGDOM,GBR,02-Dec-2009,05-09-2024
APX,NALJETS LTD,APEX,UNITED KINGDOM,GBR,26-Aug-2021,05-09-2024
ARV,ARAVCO LTD.,ARAVCO,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
AUR,AURIGNY AIR SERVICES LTD.,AYLINE,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
AVB,AVIATION BEAUPORT LTD.,BEAUPAIR,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
AVH,AV8 HELICOPTERS LTD,KENT HELI,UNITED KINGDOM,GBR,12-May-2006,05-09-2024
AWC,TITAN AIRWAYS LTD,ZAP,UNITED KINGDOM,GBR,06-Mar-1990,05-09-2024
BFT,BORDER AIR TRAINING ,BORDER,UNITED KINGDOM,GBR,21-Sep-2011,05-09-2024
BHK,BLU HALKIN LTD,BLUHALKIN,UNITED KINGDOM,GBR,13-Nov-2013,05-09-2024
BRO,2 EXCEL AVIATION LTD,BROADSWORD,UNITED KINGDOM,GBR,18-Jul-2011,05-09-2024
BRT,BRITISH INTERNATIONAL HELICOPTER SERVICES LIMITED,BRITISH,UNITED KINGDOM,GBR,25-May-2018,05-09-2024
CEG,CEGA AVIATION LIMITED,CEGA,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
CFD,CRANFIELD UNIVERSITY,AERONAUT,UNITED KINGDOM,GBR,06-Sep-2002,05-09-2024
CFE,BA CITYFLYER LTD,FLYER,UNITED KINGDOM,GBR,02-Apr-2008,05-09-2024
CFN,CHURCH FENTON FTU,CHURCH FENTON,UNITED KINGDOM,GBR,01-Oct-1998,05-09-2024
CFU,CAA FLYING UNIT,MINAIR,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
CRV,ACROPOLIS AVIATION LTD,ACROPOLIS,UNITED KINGDOM,GBR,23-Oct-2009,05-09-2024
CRX,CROSS AVIATION LTD,CROSSAIR,UNITED KINGDOM,GBR,20-Apr-2004,05-09-2024
CRY,SOUTH CERNEY,CERNEY,UNITED KINGDOM,GBR,29-Aug-2017,05-09-2024
CSF,CLASAIR,CALEDONIAN,UNITED KINGDOM,GBR,15-Nov-2004,05-09-2024
DAX,DIRECT AIR EXECUTIVE LTD,+,UNITED KINGDOM,GBR,09-Nov-2006,05-09-2024
DBJ,DUCHESS OF BRITTANY (JERSEY) LTD,DUCHESS,UNITED KINGDOM,GBR,12-Jun-1991,05-09-2024
DON,DONAIR FLYING CLUB LTD,DONAIR,UNITED KINGDOM,GBR,03-Feb-1993,05-09-2024
DRM,AIRWAYS FLIGHT TRAINING,DARTMOOR,UNITED KINGDOM,GBR,26-Jun-1996,05-09-2024
EFW,BA EUROFLYER,GRIFFIN,UNITED KINGDOM,GBR,24-Mar-2023,05-09-2024
EGL,CAPITAL AIR AMBULANCE LIMITED,PRESTIGE,UNITED KINGDOM,GBR,18-Aug-2016,05-09-2024
ESO,AVITAT,-,UNITED KINGDOM,GBR,18-Aug-1992,05-09-2024
ESX,EUROSKYLINK LTD,CATFISH,UNITED KINGDOM,GBR,22-May-2003,05-09-2024
ETP,EMPIRE TEST PILOTS SCHOOL,TESTER,UNITED KINGDOM,GBR,07-Sep-1989,05-09-2024
FEN,EUROCOPTER UK LTD,FENESTRON,UNITED KINGDOM,GBR,12-Feb-2008,05-09-2024
FNS,FINESSE EXECUTIVE LTD,FINESSE,UNITED KINGDOM,GBR,28-Jun-2007,05-09-2024
FOR,FORMULA ONE MANAGEMENT LIMITED,FORMULA,UNITED KINGDOM,GBR,02-Feb-2000,05-09-2024
FRA,FR AVIATION LTD,RUSHTON,UNITED KINGDOM,GBR,09-Apr-1992,05-09-2024
GAD,SOUTH COAST AVIATION (BOURNEMOUTH) LTD,SOUTHCOAST,UNITED KINGDOM,GBR,17-Jun-2003,05-09-2024
GOJ,EUROJET AVIATION LTD,GOJET,UNITED KINGDOM,GBR,26-Nov-1991,05-09-2024
GRD,NATIONAL GRID CO,GRID,UNITED KINGDOM,GBR,01-Feb-1990,05-09-2024
HBL,HKJ BERMUDA LTD.,-,UNITED KINGDOM,GBR,14-Aug-2015,05-09-2024
HBR,HEBRIDEAN AIR SERVICES,HEBRIDEAN,UNITED KINGDOM,GBR,16-Jul-2010,05-09-2024
HCK,HELI-CHARTER LTD,HELI-CHARTER,UNITED KINGDOM,GBR,13-Nov-2013,05-09-2024
HCS,HELICHARTER WALES LTD,HELIWALES,UNITED KINGDOM,GBR,13-Feb-2008,05-09-2024
HED,HERITAGE AVIATION DEVELOPMENTS LTD,FLAPJACK,UNITED KINGDOM,GBR,06-Jun-1997,05-09-2024
IAV,ISLAND AVIATION LTD,ISLAND FLYER,UNITED KINGDOM,GBR,22-May-2003,05-09-2024
ISF,INTERNATIONAL STABILISATION ASSISTANCE FORCE,-,UNITED KINGDOM,GBR,14-Jan-2002,05-09-2024
JTR,EXECUTIVE AVIATION SERVICES LTD,JESTER,UNITED KINGDOM,GBR,01-Sep-1999,05-09-2024
JXT,JETSTREAM EXECUTIVE TRAVEL LTD,VANNIN,UNITED KINGDOM,GBR,24-Jan-2006,05-09-2024
